pid,name,unit,retail_price,actual_price,wholesale_price,category,description,quantity,url,enable,variant_id,brand,barcode,loose,sid
272,Ariel Complete Detergent / ఏరియల్ కంప్లీట్ డిటర్జెంట్,85gm,10,10,10,Home Care,this item is Ariel Complete Detergent / ఏరియల్ కంప్లీట్ డిటర్జెంట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254720060-aa6acae6-c844-4839-8d31-f5423870e02b.jpeg,True,0,,,False,1
273,Ariel Complete Detergent / ఏరియల్ కంప్లీట్ డిటర్జెంట్,700gm,130,135,130,Home Care,this item is Ariel Complete Detergent / ఏరియల్ కంప్లీట్ డిటర్జెంట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254720060-aa6acae6-c844-4839-8d31-f5423870e02b.jpeg,True,1,,,False,1
274,Ariel Complete Detergent / ఏరియల్ కంప్లీట్ డిటర్జెంట్,1.5 Kg,270,280,270,Home Care,this item is Ariel Complete Detergent / ఏరియల్ కంప్లీట్ డిటర్జెంట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254720060-aa6acae6-c844-4839-8d31-f5423870e02b.jpeg,True,2,,,False,1
275,Ariel Matic Top Load Detergent Powder / ఏరియల్ మ్యాటిక్ టాప్ లోడ్ డిటర్జెంట్ పౌడర్,per kg,220,225,220,Home Care,this item is Ariel Matic Top Load Detergent Powder / ఏరియల్ మ్యాటిక్ టాప్ లోడ్ డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/ariel-matic-top-load-detergent-powder-lo9c8pvywv.jpg,True,0,,,False,1
276,Tide Ultra Matic Detergent Powder / టైడ్ అల్ట్రా మ్యాటిక్ డిటర్జెంట్ పౌడర్,per kg,150,160,150,Home Care,this item is Tide Ultra Matic Detergent Powder / టైడ్ అల్ట్రా మ్యాటిక్ డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-ultra-matic-top-load-detergent-powder-7f4af8sgdw.jpg,True,0,,,False,1
277,Ariel Matic Front Load / ఏరియల్ మ్యాటిక్ ఫ్రంట్ లోడ్,per kg,240,250,240,Home Care,this item is Ariel Matic Front Load / ఏరియల్ మ్యాటిక్ ఫ్రంట్ లోడ్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254783142-e62fe53a-d595-4395-8c7f-5539b60e4220.jpeg,True,0,,,False,1
278,Surf Excel Matic Front Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,500ml,110,115,110,Home Care,this item is Surf Excel Matic Front Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-matic-front-load-liquid-detergent-zdal6db5re.jpg,True,0,,,False,1
279,Surf Excel Matic Front Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,1 Lt,220,225,220,Home Care,this item is Surf Excel Matic Front Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-matic-front-load-liquid-detergent-zdal6db5re.jpg,True,1,,,False,1
280,Surf Excel Matic Top Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,500ml,95,99,95,Home Care,this item is Surf Excel Matic Top Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-matic-top-load-liquid-detergent-ud5gjmixr5.jpg,True,0,,,False,1
281,Surf Excel Matic Top Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,1.02lt,195,199,195,Home Care,this item is Surf Excel Matic Top Load Liquid Detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-matic-top-load-liquid-detergent-ud5gjmixr5.jpg,True,1,,,False,1
282,Ariel Matic Top Load Liquid Detergent / ఏరియల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,per liter,190,199,190,Home Care,this item is Ariel Matic Top Load Liquid Detergent / ఏరియల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/ariel-matic-top-load-liquid-detergent-s7n6qep7dm.jpg,True,0,,,False,1
283,Ariel Matic Front Load Liquid Detergent / ఏరియల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,per 2 liter,485,500,485,Home Care,this item is Ariel Matic Front Load Liquid Detergent / ఏరియల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/ariel-matic-front-load-liquid-detergent-et227j50iy.jpg,True,0,,,False,1
284,Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,75gm,5,5,5,Home Care,this item is Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254550857-0f78250d-8e80-43f0-a904-582d103ff83d.jpeg,True,0,,,False,1
285,Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,500gm,32,35,32,Home Care,this item is Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254550857-0f78250d-8e80-43f0-a904-582d103ff83d.jpeg,True,1,,,False,1
286,Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,1 Kg,60,65,60,Home Care,this item is Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254550857-0f78250d-8e80-43f0-a904-582d103ff83d.jpeg,True,2,,,False,1
287,Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,3 Kg(Bucket Offer),320,330,320,Home Care,this item is Xxx Detergent Powder / Xxx డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254550857-0f78250d-8e80-43f0-a904-582d103ff83d.jpeg,True,3,,,False,1
288,Sabena Dishwash Powder / సబేనా డిష్వాష్ పౌడర్,per kg,25,26,25,Home Care,this item is Sabena Dishwash Powder / సబేనా డిష్వాష్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254834431-ba45b7e4-3a5a-426f-aaa9-3c277b47fed6.jpeg,True,0,,,False,1
289,Mana Detergent Powder / మన డిటర్జెంట్ పౌడర్,75gm,5,5,5,Home Care,this item is Mana Detergent Powder / మన డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619230228089-b15ffbb7-e057-4445-8702-170f85a612d7.jpeg,True,0,,,False,1
290,Mana Detergent Powder / మన డిటర్జెంట్ పౌడర్,150gm,10,10,10,Home Care,this item is Mana Detergent Powder / మన డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619230228089-b15ffbb7-e057-4445-8702-170f85a612d7.jpeg,True,1,,,False,1
291,Mana Detergent Powder / మన డిటర్జెంట్ పౌడర్,3 Kg(Bucket Offer),260,270,260,Home Care,this item is Mana Detergent Powder / మన డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619230228089-b15ffbb7-e057-4445-8702-170f85a612d7.jpeg,True,2,,,False,1
292,Jet Fighter Mosquitoes Coils/జెట్ ఫైటర్ మోస్క్విటోస్ కాయిల్స్,14 Coils,32,34,32,Home Care,this item is Jet Fighter Mosquitoes Coils/జెట్ ఫైటర్ మోస్క్విటోస్ కాయిల్స్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619578607966-43910e7d-a5d2-458c-86a0-504564a0dce3.jpeg,True,0,,,False,1
293,Jet Fighter Mosquitoes Coils/జెట్ ఫైటర్ మోస్క్విటోస్ కాయిల్స్,30coils,70,70,70,Home Care,this item is Jet Fighter Mosquitoes Coils/జెట్ ఫైటర్ మోస్క్విటోస్ కాయిల్స్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619578607966-43910e7d-a5d2-458c-86a0-504564a0dce3.jpeg,True,1,,,False,1
294,Ujala Supreme Fabric Whitener / ఉజాలా సుప్రీం ఫ్యాబ్రిక్ వైటెనర్,75ml,25,25,25,Home Care,this item is Ujala Supreme Fabric Whitener / ఉజాలా సుప్రీం ఫ్యాబ్రిక్ వైటెనర్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/ujala-supreme-fabric-whitener-1lreho9vxs.jpg,True,0,,,False,1
295,Ujala Supreme Fabric Whitener / ఉజాలా సుప్రీం ఫ్యాబ్రిక్ వైటెనర్,250ml,70,70,70,Home Care,this item is Ujala Supreme Fabric Whitener / ఉజాలా సుప్రీం ఫ్యాబ్రిక్ వైటెనర్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/ujala-supreme-fabric-whitener-1lreho9vxs.jpg,True,1,,,False,1
296,Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,75ml,10,10,10,Home Care,this item is Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/vim-lemon-concentrated-dishwash-gel-9jbh2m3zbp.jpg,True,0,,,False,1
297,Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,155ml,20,20,20,Home Care,this item is Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/vim-lemon-concentrated-dishwash-gel-9jbh2m3zbp.jpg,True,1,,,False,1
298,Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,250ml,45,45,45,Home Care,this item is Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/vim-lemon-concentrated-dishwash-gel-9jbh2m3zbp.jpg,True,2,,,False,1
299,Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,500gm,105,105,105,Home Care,this item is Vim Lemon Concentrated Dishwash Gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/vim-lemon-concentrated-dishwash-gel-9jbh2m3zbp.jpg,True,3,,,False,1
300,Harpic Power Plus Original Disinfectant Toilet Cleaner / హార్పిక్ పవర్ ప్లస్ ఒరిజినల్ క్రిమిసంహారక టాయిలెట్ క్లీనర్,per 650 ml,87,89,87,Home Care,this item is Harpic Power Plus Original Disinfectant Toilet Cleaner / హార్పిక్ పవర్ ప్లస్ ఒరిజినల్ క్రిమిసంహారక టాయిలెట్ క్లీనర్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/harpic-power-plus-original-disinfectant-toilet-cleaner-o93dqdkhno.jpg,True,0,,,False,1
301,Lizol Lavender Disinfectant Surface Cleaner / లిజోల్ లావెండర్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,200ml,36,38,36,Home Care,this item is Lizol Lavender Disinfectant Surface Cleaner / లిజోల్ లావెండర్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/lizol-lavender-disinfectant-surface-cleaner-he7u2tje8k.jpg,True,0,,,False,1
302,Lizol Lavender Disinfectant Surface Cleaner / లిజోల్ లావెండర్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,500ml,90,93,90,Home Care,this item is Lizol Lavender Disinfectant Surface Cleaner / లిజోల్ లావెండర్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/lizol-lavender-disinfectant-surface-cleaner-he7u2tje8k.jpg,True,1,,,False,1
303,Lizol Lavender Disinfectant Surface Cleaner / లిజోల్ లావెండర్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,975ml,175,179,175,Home Care,this item is Lizol Lavender Disinfectant Surface Cleaner / లిజోల్ లావెండర్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/lizol-lavender-disinfectant-surface-cleaner-he7u2tje8k.jpg,True,2,,,False,1
304,Lizol Jasmine Disinfectant Surface Cleaner / లిజోల్ జాస్మిన్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,per 500 ml,91,93,91,Home Care,this item is Lizol Jasmine Disinfectant Surface Cleaner / లిజోల్ జాస్మిన్ డిసిఇన్ఫెక్టెంట్ సర్ఫేస్ క్లీనర్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/lizol-jasmine-disinfectant-surface-cleaner-jijb8k7w47.jpg,True,0,,,False,1
305,Nimyle Floor Cleaner/నిమిలే ఫ్లోర్ క్లీనర్,per 500 ml,82,84,82,Home Care,this item is Nimyle Floor Cleaner/నిమిలే ఫ్లోర్ క్లీనర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254532183-b0b5a6f2-87c5-4a9b-a768-947862f376da.jpeg,True,0,,,False,1
306,Vanish Oxi Action Liquid Stain Remover / వానిష్ ఆక్సి యాక్షన్ లిక్విడ్ స్టెయిన్ రిమూవర్,per 180 ml,57,59,57,Home Care,this item is Vanish Oxi Action Liquid Stain Remover / వానిష్ ఆక్సి యాక్షన్ లిక్విడ్ స్టెయిన్ రిమూవర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/vanish-oxi-action-liquid-stain-remover-37ea5szw2w.jpg,False,0,,,False,1
307,Colin Glass Cleaner Pump 2x More Shine With Shine Boosters / కోలిన్ గ్లాస్ క్లీనర్ పంప్ 2x మోర్ షైన్ విత్ షైన్ బూస్టర్స్,per 500 ml,87,89,87,Home Care,this item is Colin Glass Cleaner Pump 2x More Shine With Shine Boosters / కోలిన్ గ్లాస్ క్లీనర్ పంప్ 2x మోర్ షైన్ విత్ షైన్ బూస్టర్స్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/colin-glass-cleaner-pump-2x-more-shine-with-shine-boosters-6b5lx32g8e.jpg,True,0,,,False,1
308,Comfort After Wash Morning Fresh Fabric Conditioner / కంఫర్ట్ అఫ్టర్ర్ వాష్ మార్నింగ్ ఫ్రెష్ ఫ్యాబ్రిక్ కండీషనర్,220ml,54,56,54,Home Care,this item is Comfort After Wash Morning Fresh Fabric Conditioner / కంఫర్ట్ అఫ్టర్ర్ వాష్ మార్నింగ్ ఫ్రెష్ ఫ్యాబ్రిక్ కండీషనర్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/comfort-after-wash-morning-fresh-fabric-conditioner-zr3y02jarb.jpg,True,0,,,False,1
309,Comfort After Wash Morning Fresh Fabric Conditioner / కంఫర్ట్ అఫ్టర్ర్ వాష్ మార్నింగ్ ఫ్రెష్ ఫ్యాబ్రిక్ కండీషనర్,430ml,117,120,117,Home Care,this item is Comfort After Wash Morning Fresh Fabric Conditioner / కంఫర్ట్ అఫ్టర్ర్ వాష్ మార్నింగ్ ఫ్రెష్ ఫ్యాబ్రిక్ కండీషనర్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/comfort-after-wash-morning-fresh-fabric-conditioner-zr3y02jarb.jpg,True,1,,,False,1
